Iterations,N,R,Erlang Energy Consumption(J),Scala Energy Consumption(J)
10,10000,1000000,108.59252454338844,222.09633644433964
10,50000,5000000,425.5390231357143,978.3701148184982
10,100000,10000000,829.7815615753124,1903.8598359862071
10,500000,50000000,4334.811187619223,8957.872331915942
10,1000000,100000000,9535.070408114107,17466.794663231474
10,5000000,500000000,365454.8880633862,130851.56409156205
10,10000000,1000000000,781461.2879283316,264794.97210750444
