Iterations,N,Erlang Energy Consumption(J),Scala Energy Consumption(J)
10,1000000,10.673546359090915,88.2142296625532
10,5000000,95.0647583471429,419.5740042428571
10,10000000,201.8796350082443,1090.7377964886539
10,50000000,968.0518671764706,5537.0782568132945
10,100000000,1909.7163208759398,11874.144628922386
